,article_id,prod_name
520,254457031,Basic SS dress
521,254457033,Basic SS dress
522,254457034,Basic SS dress
523,254457037,Basic SS dress
524,254457038,Basic SS dress
525,254457039,Basic SS dress
526,254940026,Elsa high waist
527,255396006,Nora Cardigan
528,255396007,Nora Cardigan
529,255396010,Nora Cardigan
530,255396018,Nora Cardigan
531,255396023,Nora Cardigan
532,255396024,Nora Cardigan
533,255396025,Nora Cardigan
534,255396033,Nora Cardigan
535,255396042,Nora Cardigan
536,256096022,Basic SS henley t-shirt
537,256096023,Basic SS henley t-shirt
538,256151014,Superstretch Fancy denim
539,256151015,Superstretch Fancy denim
540,256511038,WIDEAWAKE triangle
541,256511039,WIDEAWAKE triangle
542,256513038,WIDEAWAKE tie tanga
543,257430026,ROMY 2p
544,257430027,ROMY 2p
545,257430029,ROMY 2p
546,257430030,ROMY 2p
547,257430032,ROMY 2p
548,257430035,ROMY 2p
549,257430036,ROMY 2p
550,257667055,Lizzie
551,257667061,Lizzie
552,258650001,Berlin boot
553,260736025,NATE  basic S/S solid tee BB
554,260736026,NATE  basic S/S solid tee BB
555,260736028,NATE  basic S/S solid tee BB
556,260736029,NATE  basic S/S solid tee BB
557,260736030,NATE  basic S/S solid tee BB
558,260736032,NATE  basic S/S solid tee BB
559,260736033,NATE  basic S/S solid tee BB
560,261526007,ELLA 5-p shaftless
561,261526010,ELLA 5-p shaftless
562,261606001,THALES tanktop
563,261606016,THALES tanktop
564,261606022,THALES tanktop
565,261840008,ELLA 5-p shaftless
566,261840009,ELLA 5-p shaftless
567,262277009,Kim superskinny low waist
568,262277011,Kim superskinny low waist
569,262277026,Kim superskinny low waist
570,262277029,Kim superskinny low waist
571,264713001,Al Car Shoe
572,264713028,Al Car Shoe
573,264984001,Billie
574,265069012,PELLE Basic S/S jersey polo SB
575,265069014,PELLE Basic S/S jersey polo SB
576,265069020,PELLE Basic S/S jersey polo SB
577,265069021,PELLE Basic S/S jersey polo SB
578,265069024,PELLE Basic S/S jersey polo SB
579,265069025,PELLE Basic S/S jersey polo SB
580,265069026,PELLE Basic S/S jersey polo SB
581,265071012,KRISTOFF Basic jersey polo BB
582,265071013,KRISTOFF Basic jersey polo BB
583,265071020,KRISTOFF Basic jersey polo BB
584,265071021,KRISTOFF Basic jersey polo BB
585,265071022,KRISTOFF Basic jersey polo BB
586,265071025,KRISTOFF Basic jersey polo BB
587,265071027,KRISTOFF Basic jersey polo BB
588,265071028,KRISTOFF Basic jersey polo BB
589,265071030,KRISTOFF Basic jersey polo BB
590,265071034,KRISTOFF Basic jersey polo BB
591,265630004,Invisible 3p minishaftless
592,265630006,Invisible 3p minishaftless
593,266168001,Shaper Shorts (1)
594,266168003,Shaper Shorts (1)
595,266873001,Micro 2p minishaftless
596,266873006,Micro 2p minishaftless
597,266873009,Micro 2p minishaftless
598,266875001,Sportsneaker 3p socks
599,266875006,Sportsneaker 3p socks
600,266875012,Sportsneaker 3p socks
601,266875014,Sportsneaker 3p socks
602,266875015,Sportsneaker 3p socks
603,266875019,Sportsneaker 3p socks
604,266875022,Sportsneaker 3p socks
605,266875024,Sportsneaker 3p socks
606,268305001,Kattis cat sunglasses
607,268305006,Flirty Kattis Cat (1)
608,268305007,Kattis cat sunglasses
609,268305008,Kattis cat sunglasses
610,268450034,LIAM 2-pack tanktop SB
611,268450035,LIAM 2-pack tanktop SB
612,268450036,LIAM 2-pack tanktop SB
613,269342021,Tina NT s/s
614,269342023,Tina NT s/s
615,269342025,Tina NT s/s
616,269342026,Tina NT s/s
617,269342027,Tina NT s/s
618,270375001,Sandra squared
619,270375004,Sandra squared
620,270375005,Sandra squared
621,270375006,Sandra squared
622,270381001,Clubba sunglasses
623,270381003,Clubba sunglasses
624,270381004,Classic Clubba
625,270381007,Clubba sunglasses
626,270381011,Classic Clubba
627,270381013,Clubba sunglasses
628,270382001,Burnie sunglasses
629,270382004,Burnie sunglasses
630,272591001,Lena Rib Dress (1)
631,272591016,Lena Rib Dress (1)
632,272591023,Lena Rib Dress (1)
633,272591026,Lena Rib Dress (1)
634,272591028,Lena Rib Dress (1)
635,272591029,Lena Rib Dress (1)
636,275362021,Jersey harem shorts
637,275362022,Jersey harem shorts
638,276242019,Dress LS Basic
639,276242021,Dress LS Basic
640,276242022,Dress LS Basic
641,276242023,Dress LS Basic
642,276242024,Dress LS Basic
643,276242025,Dress LS Basic
644,276242026,LS frill dress
645,276540021,PEP PJ 9.99
646,277738002,Basic overall
647,277738011,Basic overall
648,277738012,Basic overall
649,278038005,LORA
650,278038027,LORA
651,278038028,LORA
652,278038029,LORA
653,278038031,LORA
654,278038035,LORA
655,278038036,LORA
656,278563001,Harris cross sandal PQ
657,278811002,Hilly Biker 2pk LT
658,278811006,Hilly Biker 2pk HW LS
659,278811007,Hilly Biker 2pk LT
660,278811009,Hilly Biker 2pk HW LS
661,278811010,Hilly Biker 2pk LT
662,278811011,Hilly Biker 2pk HW LS
663,280256001,Mirage Push
664,280256006,Mirage Push
665,282832001,Kevin softshell jacket (1)
666,282832012,Kevin softshell jacket
667,282832014,Kevin softshell jacket (1)
668,282832015,Kevin softshell jacket (1)
669,282832017,Kevin softshell jacket (1)
670,282832018,Kevin softshell jacket (1)
671,282832019,Kevin softshell jacket (1)
672,282832021,Kevin softshell jacket (1)
673,282832022,Kevin softshell jacket (1)
674,283236014,Howie SS Shirt
675,283236018,Howie SS Shirt
676,283236020,Howie SS Shirt
677,283236022,Howie SS Shirt
678,283236023,Howie SS Shirt
679,283236026,Howie SS Shirt
680,283236027,Howie SS Shirt
681,283236028,Howie SS Shirt
682,283236029,Howie SS Shirt
683,283236034,Howie SS Shirt
684,283532005,Hanny Padded bra E&F
685,283937018,MASOLO PJ LONG LEG 14.99
686,283937019,MASOLO PJ LONG LEG 14.99
687,283937023,MASOLO PJ LONG LEG 14.99
688,284985037,BUDDY 2-pack L/S
689,284985039,BUDDY 2-pack L/S
690,284985044,BUDDY 2-pack L/S
691,284985045,BUDDY 2-pack L/S
692,285143024,HOLMES Sweat Trousers
693,285602012,SS body with collar
694,286536007,Layla Push
695,287645002,Microtights 2pk SG
696,287645003,Microtights 2pk SG
697,287645013,2-p micro tights SG
698,287645022,2-p micro tights SG
699,287645023,2-p micro tights SG
700,287645027,Microtights 2pk SG
701,287645029,Microtights 2pk SG
702,287645031,Microtights 2pk SG
703,288575010,Basic s/s henley body
704,288575011,Basic s/s henley body
705,288825012,2-p Babsan tights BG
706,288825017,2-p Babsan tights BG
707,288825018,2-p Babsan tights BG
708,288825019,2-p Babsan tights BG
709,288825021,Babsan 2-p tights BG
710,288825022,Babsan 2-p tights BG
711,288825024,Babsan 2-p tights BG
712,288825029,Babsan 2-p tights
713,288859004,Kakan 2-p cableknit BG
714,288859009,Kakan 2-p cableknit BG
715,288859013,Kakan 2-p cableknit BG
716,288859017,Kakan 2PACK tights BG
717,288859018,Kakan 2-p cableknit BG
718,288859020,Kakan 2-p cableknit BG
719,289597012,UMBRELLA
720,289597015,UMBRELLA
721,289597016,UMBRELLA
722,289597022,UMBRELLA
723,289834016,FANTASTIC SHOPPER
724,290022001,Boris cap
725,290519008,Basic co/fl cardigan
726,290519011,Basic co/fl cardigan
727,290519014,Basic co/fl cardigan
728,290519017,Basic co/fl cardigan
729,290519019,Basic co/fl cardigan
730,290519024,Co/fl cardigan
731,290675006,Coyote padded vest
732,291333007,2-p Keri
733,291333012,2-p Keri tights SG
734,291333013,2-p Keri tights SG
735,291333014,2-p Keri tights SG
736,291333015,Keri 2PACK tights SG
737,291333016,2-p Keri tights SG
738,291333018,2-p Keri tights SG
739,291333019,2-p Keri tights SG
740,291333021,2-p Keri tights SG
741,291333023,Keri 2pk tights SG
742,291338004,2-p Pelin pointelle
743,291338005,2-p Pelin pointelle
744,291338011,2-p Pelin pointelle
745,291338012,2-p Pelin pointelle
746,291338014,2-p Pelin pointelle
747,291338017,2-p Pelin pointelle
748,291338018,2-p Pelin pointelle
749,291338020,2-p Pelin pointelle
750,291338022,2-p Pelin pointelle
751,291338023,2-p Pelin pointelle
752,291338024,2-p Pelin pointelle SG
753,291338025,2-p Pelin pointelle SG
754,291338026,2-p Pelin pointelle SG
755,291338031,Pelin 2pk pointelle tights
756,291338032,Pelin 2pk pointelle tights
757,291338033,Pelin 2pk pointelle tights
758,291338034,Pelin 2pk pointelle tights
759,291338035,Pelin 2PACK tights
760,291957007,Chelsea welldressed trouser
761,291957009,Chelsea welldressed trouser
762,292453003,Flirty Chantal earring
763,292453009,Flirty Chantal earring
764,292453011,Flirty Chantal earring
765,292453013,Flirty Chantal earring
766,292453014,Flirty Chantal earring
767,292453015,Flirty Chantal earring
768,292453025,Flirty Chantal earring
769,292453028,Flirty Chantal earring
770,292453031,Flirty Chantal earring
771,292453034,Flirty Chantal earring
772,292551001,SOFIE BEANIE
773,292551012,SOFIE BEANIE
774,292551014,SOFIE BEANIE
775,293244001,Micro 2pk tights BG
776,293244002,Micro 2pk tights BG
777,293244003,Micro 2pk tights BG
778,293244008,2-p microtights BG
779,293244010,2-p micro tights BG
780,293433001,2-p basic cotton tights SG
781,293433002,Basic 2PACK tights KG
782,293433009,2-p basic cotton tights SG
783,293433012,2-p basic cotton tights SG
784,293433018,2-p basic cotton tights SG
785,293433021,2-p basic cotton tights SG
786,293433022,2-p basic cotton tights SG
787,293433024,2-p basic cotton tights SG
788,293433026,2-p basic cotton tights SG
789,293433027,Basic 2pk tights SG
790,293433029,2-p basic cotton tights SG
791,293433042,2-p basic cotton tights SG
792,293433043,2-p basic cotton tights SG
793,293433044,Basic 2pk tights SG
794,293433045,2-p basic cotton tights SG
795,293433046,Basic 2pk tights SG
796,293433047,Basic 2PACK tights SG
797,293433048,Basic 2pk tights SG
798,293433049,Basic 2pk tights SG
799,293433050,Basic 2PACK tights KG
800,293433054,Basic 2pk tights SG
801,293433055,Basic 2pk tights SG
802,293433057,Basic 2PACK tights SG
803,293433061,Basic 2PACK tights KG
804,293510001,2-p basic cotton tights BG
805,293510002,Basic 2PACK tights YG
806,293510004,2-p basic cotton tghts
807,293510007,2-p basic cotton tights BG
808,293510008,2-p basic cotton tghts
809,293510009,2-p basic tights BG
810,293510013,2-p basic tights BG
811,293510015,Basic 2PACK tights BG
812,293510016,2-p basic tights BG
813,293510018,Basic 2PACK tights YG
814,294008002,HM+ Cora tee
815,294008005,HM+ Cora tee
816,294008009,Cora T-shirt
817,294008036,Cora T-shirt
818,294008040,Cora T-shirt
819,294008042,Cora T-shirt
820,294008044,Cora T-shirt
821,294008047,HM+ Cora tee
822,294008050,Cora T-shirt
823,294008056,HM+ Cora tee
824,294076007,Skinny Shaping
825,294076018,Skinny Shaping
826,294237001,Aurora winter cap
827,294895011,Rodney basic beanie
828,294895015,Rodney basic beanie
829,295873003,Glove Sune Leather
